
id,content,stars,conversation_id,reviewer_id
82263,"Etiam augue.",5,231395,48765
82264,"Morbi felis viverra mollis imperdiet ad.",5,231398,48764
82265,"Porta curae aptent sollicitudin porttitor morbi ve sociis diam.",5,231407,48761
82266,"Porta fames vel convallis sapien nulla adipiscing odio risus morbi tellus convallis eu fames ac montes.",5,231407,2352
82267,"Metus curae lectus fames vivamus litora quam ligula dictumst.",5,231408,48760
82268,"Netus morbi leo nulla class dis.",5,231412,48756
82269,"Justo curae dis urna laoreet cum vestibulum justo quam.",5,231413,48755
82270,"Fusce felis.",5,231416,48753
82271,"Felis massa lorem augue a eget.",5,231421,48750
82272,"Porta massa ligula dolor ultrices ad.",2,231429,48744
82273,"Lacus augue sociosqu id metus amet est.",5,231429,79
82274,"Massa donec nibh a vitae.",5,231431,48742
82275,"Etiam neque.",4,231431,11104
82276,"Donec nulla.",4,231432,48741
82277,"Morbi massa libero inceptos parturient conubia diam varius.",4,231432,3766
82278,"Ipsum risus donec iaculis litora mus vestibulum parturient et.",5,231433,48740
82279,"Class curae odio nam nulla laoreet eu sodales diam convallis ut sapien lobortis nunc.",5,231437,48734
82280,"Ipsum lorem.",5,231445,48731
82281,"Felis proin dictum lacus libero.",1,231446,48731
82282,"Ipsum augue netus.",1,231446,6919
82283,"Nulla lacus elit praesent dui ipsum enim proin habitasse.",5,231449,48729
82284,"Fames risus enim in curae turpis fusce donec aenean vestibulum.",5,231450,48728
82285,"Proin velit.",2,231452,48727
82286,"Felis purus maecenas ipsum mi.",2,231452,4813
82287,"Neque felis convallis nisl hac metus ultricies inceptos suscipit ornare.",5,231456,48722
82288,"Lacus class cras bibendum cum mauris justo torquent netus amet blandit.",2,231456,3947
82289,"Justo porta eros ligula mi maecenas.",5,231458,48721
82290,"Ipsum dolor vitae.",5,231461,48717
82291,"Etiam porta commodo lectus ultricies in platea consectetuer hymenaeos nostra quam fermentum congue.",2,231461,6108
82292,"Magna vitae porttitor nec cras inceptos.",5,231463,48716
82293,"Fames neque lorem nostra tempor vel gravida.",5,231465,48715
82294,"Vitae velit a varius enim.",5,231465,1357
82295,"Proin curae nam enim iaculis.",5,231470,48710
82296,"Curae vitae lectus arcu.",4,231470,2656
82297,"Vitae risus elementum aenean.",4,231472,48708
82298,"Porta felis a mauris enim taciti volutpat dolor fringilla etiam ad ultricies.",1,231475,48705
82299,"Velit massa amet ullamcorper cubilia nec in lorem nam cras.",5,231476,48705
82300,"Massa justo arcu.",5,231477,48704
82301,"Purus risus.",5,231479,10671
82302,"Lacus purus.",3,231480,48703
82303,"Donec nulla rutrum ac lorem ve cras proin.",5,231484,48701
82304,"Proin massa libero lobortis quam per.",5,231486,48700
82305,"Velit risus eget proin natoque enim ve.",5,231487,48699
82306,"Risus felis nullam turpis fames imperdiet nullam interdum ac arcu lobortis sem.",5,231491,48697
82307,"Purus metus nullam pharetra ullamcorper molestie enim cras nibh pulvinar placerat lorem.",5,231493,48695
82308,"Curae felis cum elit tellus.",5,231496,48694
82309,"Fames porta sem curae vel nisi vestibulum vulputate arcu vel euismod arcu.",5,231499,48692
82310,"Augue class ultrices.",4,231504,48688
82311,"Velit justo ullamcorper leo ac curae fringilla eni conubia.",1,231507,48687
82312,"Augue metus netus.",3,231510,48685
82313,"Neque fames congue purus quam et.",5,231510,8064
82314,"Fames morbi aptent amet ac vulputate.",4,231515,48682
82315,"Metus donec potenti nec phasellus sem.",5,231518,48680
82316,"Purus curae sociosqu mi elit iaculis.",5,231520,48679
82317,"Vitae risus cursus ligula id primis consectetuer.",5,231520,5167
82318,"Nulla proin eni.",5,231521,48679
82319,"Risus metus nunc facilisi nulla at congue.",5,231525,48678
82320,"Curae fusce lacus turpis pellentesque porttitor neque pretium mus ve.",5,231528,48677
82321,"Porta netus pulvinar lacus class tortor tempor lacus eleifend sit ante vestibulum.",5,231529,48676
82322,"Dolor curae pulvinar in curae tempus condimentum nulla consequat maecenas tempus tellus cum magnis accumsan.",1,231529,1405
82323,"Risus morbi aliquet hac vestibulum.",5,231533,48673
82324,"Netus augue dictum egestas pede nunc conubia.",5,231533,1883
82325,"Justo augue.",1,231534,48673
82326,"Nulla etiam tempus ad elit.",1,231538,48669
82327,"Dolor lorem nam cum viverra sagittis class sit eget.",5,231538,4328
82328,"Nulla neque fames accumsan.",5,231539,48669
82329,"Vitae dolor sem cum penatibus sagittis magna penatibus ullamcorper augue porttitor quam.",4,231541,48669
82330,"Massa class amet platea posuere enim.",5,231543,5911
82331,"Dolor risus volutpat eu morbi litora phasellus viverra justo at est quis.",5,231544,48668
82332,"Purus nulla class praesent ad massa litora platea erat.",1,231545,48668
82333,"Augue etiam felis dapibus.",1,231548,48664
82334,"Etiam morbi tempus turpis fermentum sit aliquet a condimentum vel rutrum ve fusce scelerisque eros quis eros.",5,231548,435
82335,"Velit porta mauris consectetuer viverra lacus nisl senectus.",5,231552,48663
82336,"Augue nulla.",5,231553,48663
82337,"Purus augue.",5,231553,11927
82338,"Felis donec ultrices vestibulum ultricies morbi mi.",4,231554,48661
82339,"Dolor ipsum urna a curae commodo nostra massa.",5,231563,48654
82340,"Ipsum proin dui amet nec elit duis vestibulum diam.",5,231566,48652
82341,"Dolor fames libero lorem parturient.",1,231568,48650
82342,"Metus felis.",5,231571,48647
82343,"Massa curae.",5,231572,48647
82344,"Purus felis vehicula ac.",5,231574,11353
82345,"Felis morbi aenean sociosqu platea lacus arcu.",5,231575,48644
82346,"Donec purus hac justo tristique.",5,231576,48643
82347,"Augue massa torquent arcu nascetur mattis mauris ipsum.",5,231588,48637
82348,"Morbi etiam urna amet vestibulum sit donec convallis ad convallis massa odio sagittis dignissim ac.",5,231592,48635
82349,"Risus lorem est rutrum a.",5,231597,48631
82350,"Felis fusce odio lorem cubilia ultricies nisl leo ad.",5,231598,48630
82351,"Proin vitae luctus ve taciti velit.",2,231598,3677
82352,"Morbi donec.",1,231606,48624
82353,"Augue metus netus purus posuere.",5,231613,48618
82354,"Lorem class placerat adipiscing habitasse scelerisque neque.",4,231615,48617
82355,"Fusce vitae aliquet dis egestas ve ad ante porta.",5,231616,48614
82356,"Lorem augue.",4,231620,48609
82357,"Fusce donec.",5,231624,48607
82358,"Augue felis donec sociosqu quis non.",2,231628,48604
82359,"Fusce etiam tempor consequat auctor tortor cum nisi.",1,231632,48600
82360,"Metus purus.",5,231633,48600
82361,"Lacus fames magnis.",5,231635,48599
82362,"Porta justo risus semper luctus cubilia duis volutpat massa hac facilisis vel pretium.",1,231636,48598
82363,"Lacus donec sem morbi vestibulum sociosqu proin tincidunt euismod sed.",5,231642,48597
82364,"Risus magna mus quam nibh quam habitasse per sollicitudin velit.",5,231645,48596
82365,"Vitae justo tortor ut dictumst justo morbi porta vel.",3,231645,1219
82366,"Dolor lorem per curae pretium augue orci sit.",5,231647,48594
82367,"Nulla proin sodales libero netus inceptos risus volutpat eu neque purus.",5,231648,48593
82368,"Lacus dolor arcu elit arcu hac cum sit.",5,231652,48591
82369,"Curae proin.",3,231664,48585
82370,"Velit donec ipsum erat enim nibh at consectetuer taciti in habitant feugiat nulla vel etiam donec torquent.",5,231665,48584
82371,"Netus velit varius.",5,231670,48582
82372,"Felis massa iaculis at quis mi suscipit.",3,231672,48581
82373,"Vitae massa per ante.",1,231679,48577
82374,"Morbi felis suspendisse maecenas erat.",5,231688,48567
82375,"Ipsum class.",4,231688,4579
82376,"Proin velit ornare magnis cubilia.",5,231691,48566
82377,"Risus etiam.",1,231692,48565
82378,"Proin donec.",5,231692,22
82379,"Lacus neque feugiat at nisi inceptos scelerisque per diam conubia tristique.",5,231693,48563
82380,"Metus curae dis elit cum quam.",5,231700,48558
82381,"Dolor lacus dolor a cras ad.",2,231700,7552
82382,"Porta justo a blandit semper nisl lacus blandit egestas litora.",5,231704,48555
82383,"Velit augue porta fusce a egestas mi nullam sociosqu elementum sit magna.",2,231706,48554
82384,"Dolor neque nostra volutpat hymenaeos nullam.",5,231708,48553
82385,"Nulla lorem sociis orci metus condimentum inceptos venenatis at scelerisque et luctus bibendum dictumst.",5,231716,48547
82386,"Risus fames risus per elementum sapien.",5,231718,48545
82387,"Magna morbi primis mauris.",5,231720,48545
82388,"Justo class.",4,231725,48543
82389,"Felis etiam aenean montes lorem velit blandit posuere orci suscipit.",2,231728,48540
82390,"Lacus neque vehicula ac sem ad etiam.",5,231728,9239
82391,"Risus neque varius at hac tortor magna condimentum.",5,231729,48540
82392,"Risus metus dolor urna nunc fames hendrerit suscipit eu class.",1,231734,48538
82393,"Dolor neque.",3,231734,12306
82394,"Felis proin.",4,231736,48536
82395,"Neque justo class tortor donec dignissim dui habitant potenti.",5,231740,48534
82396,"Lorem neque massa nec lacinia mi primis magna.",5,231746,48532
82397,"Curae fusce class dictumst etiam ad dolor lacus leo curae fermentum.",5,231748,48532
82398,"Nulla fusce hac eros diam massa laoreet.",4,231755,48528
82399,"Justo proin.",3,231755,150
82400,"Augue proin donec purus litora ornare porta posuere quam consectetuer.",5,231760,48526
82401,"Porta fusce mauris varius purus eleifend massa et sollicitudin sodales.",2,231762,48525
82402,"Nulla proin ornare vel luctus convallis metus fames senectus.",5,231764,48525
82403,"Vitae magna nam odio sit.",5,231765,48524
82404,"Risus lacus magna molestie.",5,231765,813
82405,"Fusce magna purus aptent facilisi suspendisse nascetur.",5,231769,48522
82406,"Nulla morbi suspendisse ve ornare bibendum.",5,231769,1401
82407,"Fames risus.",5,231770,48521
82408,"Morbi ipsum nullam ullamcorper.",5,231771,48520
82409,"Etiam porta nam amet accumsan faucibus.",1,231771,9423
82410,"Justo neque.",5,231779,48517
82411,"Donec justo dui sed consectetuer ornare risus parturient suspendisse.",5,231779,5007
82412,"Velit morbi.",5,231786,48513
82413,"Augue porta interdum id morbi nisl curae.",5,231788,48512
82414,"Lacus velit ornare ut.",5,231789,3056
82415,"Netus fames.",5,231799,48506
82416,"Etiam proin integer dis id augue mi a enim ve massa pellentesque suscipit.",5,231800,48505
82417,"Augue justo nostra hendrerit proin vulputate torquent facilisi magna non adipiscing porttitor.",1,231800,7941
82418,"Lorem dolor elit cursus natoque pede.",5,231802,1547
82419,"Fusce justo.",5,231805,48502
82420,"Magna dolor quis proin ad sociis a.",4,231807,48501
82421,"Porta velit.",5,231808,48500
82422,"Nulla curae purus a diam ad.",4,231811,48499
82423,"Metus porta pulvinar massa ut nostra nibh diam hymenaeos velit id imperdiet.",5,231817,48494
82424,"Dolor magna cras mus eget placerat erat sapien potenti id ve augue luctus et.",5,231823,48493
82425,"Augue porta platea mus.",5,231834,48485
82426,"Morbi nulla.",5,231835,7489
82427,"Morbi fames hac erat id proin malesuada nec consequat per porttitor magnis dictumst fusce risus.",5,231836,48485
82428,"Proin felis diam lacus elementum.",5,231840,48482
82429,"Lacus metus neque ligula odio potenti dolor in.",5,231841,48482
82430,"Velit etiam proin auctor eu.",5,231842,48481
82431,"Massa lorem odio vulputate mauris faucibus phasellus orci elit nisi aenean.",4,231845,48479
82432,"Velit dolor accumsan risus.",5,231845,5834
82433,"Morbi proin dictum.",5,231848,48478
82434,"Lacus magna nascetur.",2,231849,48477
82435,"Lacus lorem neque auctor luctus.",5,231850,48477
82436,"Lacus proin ligula mus ut porta ipsum ligula arcu scelerisque laoreet etiam urna eu elit lacinia.",5,231851,48476
82437,"Porta metus purus varius netus quis ut.",4,231852,48475
82438,"Donec class mattis elementum neque id.",3,231853,48475
82439,"Neque proin cras augue fames sapien ve faucibus etiam laoreet cubilia.",5,231854,48475
82440,"Velit proin velit.",1,231855,48474
82441,"Fames netus placerat mi.",5,231855,12312
82442,"Lacus vitae tempor sollicitudin blandit lacus risus proin donec dapibus.",5,231859,48473
82443,"Felis proin feugiat elementum sapien praesent pede gravida tempus ante fames arcu.",5,231860,48473
82444,"Augue netus pharetra ut scelerisque nisi quam lorem ve nulla.",5,231863,48473
82445,"Metus augue conubia mattis nulla suspendisse interdum neque enim.",5,231869,48470
82446,"Class risus.",5,231871,48470
82447,"Vitae etiam egestas leo eu netus ad mi nunc.",5,231872,48469
82448,"Neque fames metus rutrum pellentesque dignissim dolor.",5,231878,48463
82449,"Ipsum risus.",5,231879,48462
82450,"Fusce porta luctus montes erat.",5,231881,48461
82451,"Risus class litora neque parturient pulvinar fames at dui.",5,231882,48461
82452,"Vitae felis luctus consequat ipsum ad nulla nibh ve ipsum nisl.",5,231884,48460
82453,"Lacus metus a integer ad dis cras a nisl.",5,231885,48459
82454,"Nulla ipsum vel diam.",5,231886,48459
82455,"Vitae netus nullam ipsum tellus parturient dictumst quisque.",5,231889,48456
82456,"Purus metus dictumst malesuada eget suspendisse mi luctus vehicula dolor aptent.",5,231890,48456
82457,"Lorem dolor donec feugiat nunc purus platea sociosqu gravida.",5,231891,48454
82458,"Justo metus diam dictum ultricies metus tristique felis ad enim placerat massa.",5,231891,2682
82459,"Magna lorem sociis semper iaculis rhoncus lacinia aenean amet mi hac erat.",5,231892,48453
82460,"Felis curae.",4,231894,48451
82461,"Ipsum proin arcu a risus ac lectus accumsan nibh.",5,231899,48449
82462,"Netus morbi.",5,231899,9091
82463,"Lacus risus inceptos magna id nostra nam ante cras.",5,231904,48447
82464,"Vitae dolor purus congue suspendisse donec tempor sociis.",1,231905,48446
82465,"Proin metus.",5,231910,3156
82466,"Dolor neque a elit.",5,231911,48440
82467,"Justo ipsum nam volutpat integer commodo lectus diam purus scelerisque.",5,231911,8416
82468,"Magna fames sociis nunc eros hendrerit vel consectetuer.",3,231912,48438
82469,"Curae purus massa.",5,231916,48435
82470,"Lacus magna nam.",5,231922,48430
82471,"Fames felis dui diam.",1,231930,48427
82472,"Magna vitae.",4,231930,8512
82473,"Proin fusce.",5,231932,48427
82474,"Morbi risus magnis.",5,231934,48427
82475,"Etiam fames convallis nec sollicitudin montes.",5,231938,48426
82476,"Netus fusce hac odio dapibus et erat ad.",1,231939,48425
82477,"Class purus lacus.",5,231941,48423
82478,"Dolor fusce aptent netus venenatis dictumst.",5,231942,6347
82479,"Curae magna condimentum mi libero class odio integer proin.",5,231943,48420
82480,"Netus lorem.",5,231949,48418
82481,"Fusce vitae cum nisi.",5,231951,48418
82482,"Dolor etiam elit quis placerat pretium rhoncus placerat commodo potenti.",1,231953,48417
82483,"Netus metus nulla rutrum pellentesque feugiat dui pulvinar.",2,231953,7070
82484,"Donec magna.",5,231957,48415
82485,"Purus netus dictumst leo amet pede nibh torquent ipsum lectus senectus ullamcorper facilisi class.",5,231965,48408
82486,"Felis curae cubilia lectus felis iaculis pulvinar.",1,231965,3095
82487,"Etiam porta lacus sem placerat a consectetuer enim conubia odio ut porta.",5,231966,48407
82488,"Metus curae semper porttitor lacus.",5,231984,48398
82489,"Proin donec.",5,231987,48396
82490,"Ipsum risus sed phasellus duis.",5,231987,730
82491,"Morbi lorem duis a erat.",1,231991,48394
82492,"Magna ipsum urna dictum vulputate id dolor nibh lacus nunc eu risus hymenaeos.",5,231995,48392
82493,"Fusce morbi.",4,231996,48391
82494,"Lorem fusce aptent lorem volutpat felis.",5,231996,11678
82495,"Class morbi mus sit habitasse congue.",2,231998,48391
82496,"Curae netus eros.",3,232005,48388
82497,"Felis netus semper eget suspendisse.",5,232006,48388
82498,"Lacus nulla.",5,232013,48383
82499,"Etiam magna tempus dictum dolor vivamus.",5,232018,48381
82500,"Massa risus fermentum dui vitae erat fames quisque.",5,232023,48375
82501,"Risus curae nec morbi aenean urna ve leo id hendrerit id.",5,232033,48369
82502,"Lacus morbi justo maecenas ve.",5,232036,48369
82503,"Massa proin.",5,232038,9828
82504,"Lorem massa blandit posuere porta at.",5,232046,48361
82505,"Vitae fusce condimentum sociosqu velit netus metus dui.",4,232046,2326
82506,"Porta augue.",5,232047,48360
82507,"Velit etiam ornare auctor cum dis.",5,232048,48360
82508,"Velit dolor libero ve nulla.",5,232048,1202
82509,"Porta neque pede sociis dignissim viverra nunc cum ligula.",5,232056,48355
82510,"Nulla vitae eros vel.",5,232059,48352
82511,"Massa velit nostra sed duis consequat sit nisl.",5,232060,48351
82512,"Fusce netus a cubilia ac turpis potenti gravida mattis ridiculus convallis proin donec torquent quam egestas.",5,232065,48347
82513,"Justo felis.",5,232071,48341
82514,"Class justo risus sem odio.",5,232093,48322
82515,"Netus fames.",3,232095,48321
82516,"Etiam felis nisi blandit ve sociis.",5,232102,48318
82517,"Donec fusce elit nam.",5,232104,48317
82518,"Risus fames tempus aenean est viverra id et eu felis sollicitudin morbi.",5,232106,48316
82519,"Augue neque nulla vehicula donec nulla torquent.",3,232111,12072
82520,"Purus lacus phasellus fringilla curae et lectus tristique ultrices primis quis cras nec.",5,232113,48313
82521,"Neque metus purus suspendisse habitant donec felis bibendum proin quisque.",5,232114,48312
82522,"Justo purus a rutrum ultricies magna vulputate sem hac sollicitudin.",5,232115,48312
82523,"Porta fames ultrices mus luctus rhoncus urna est non.",5,232117,48311
82524,"Proin massa mus inceptos dignissim montes.",2,232118,48310
82525,"Proin lacus torquent fames morbi sem purus.",5,232120,48309
82526,"Class vitae congue in leo hendrerit.",5,232120,2354
82527,"Dolor felis nam hac pellentesque ac dapibus urna purus.",5,232124,48307
82528,"Augue fames dis eget ac amet malesuada sollicitudin natoque purus amet hendrerit et.",4,232125,48306
82529,"Fames lacus inceptos.",3,232128,48305
82530,"Etiam fusce lorem mus nibh tristique inceptos accumsan litora tellus.",5,232132,48303
82531,"Morbi neque suscipit lacus.",5,232136,48300
82532,"Justo fusce magnis sapien massa malesuada ad eu risus sit.",5,232141,48297
82533,"Lorem nulla non eget proin at platea mi.",4,232147,48294
82534,"Magna metus cras sem consectetuer morbi enim a.",5,232150,48293
82535,"Magna massa elit torquent porta ve.",5,232155,48290
82536,"Augue velit.",5,232157,48290
82537,"Etiam velit nullam luctus nunc montes.",5,232157,1953
82538,"Donec curae nec nullam eleifend.",2,232158,48290
82539,"Proin porta est vestibulum nullam sem.",5,232162,48290
82540,"Fusce justo ligula eleifend consequat pede nibh dis eget adipiscing tempor.",5,232175,48281
82541,"Lorem fames dui amet potenti et lobortis tortor porta scelerisque eni aptent.",5,232191,48269
82542,"Risus augue cum.",1,232194,48266
82543,"Risus fames donec risus mauris tempus suscipit.",5,232195,48266
82544,"Vitae class.",5,232200,48263
82545,"Netus fusce odio sed pharetra.",5,232209,48259
82546,"Porta fusce varius.",5,232210,48258
82547,"Lorem proin nunc et tincidunt a penatibus etiam.",5,232212,48256
82548,"Netus porta ante congue aptent venenatis egestas augue purus interdum.",5,232216,48255
82549,"Lorem velit risus egestas tempor.",5,232218,48255
82550,"Velit augue tempus tellus nonummy.",3,232219,3324
82551,"Lacus purus natoque congue ad mollis sociosqu ridiculus habitant tempor cursus venenatis.",3,232221,48252
82552,"Justo purus nunc hac eros montes curabitur habitant.",5,232224,48252
82553,"Vitae risus orci sem nulla netus dis erat lacinia et.",3,232224,10181
82554,"Nulla magna.",5,232225,48252
82555,"Velit neque habitant velit hymenaeos arcu aliquet etiam arcu molestie suspendisse.",3,232225,6266
82556,"Ipsum porta etiam.",1,232228,48250
82557,"Vitae ipsum class urna dis erat quam eu nisi habitasse.",5,232229,48250
82558,"Velit netus eros luctus.",5,232229,1555
82559,"Class nulla tempor sollicitudin gravida etiam.",5,232236,48247
82560,"Porta magna dignissim platea consequat lacus mi montes elit.",5,232237,48247
82561,"Curae dolor nec interdum fringilla justo malesuada vel cras facilisi habitant feugiat pretium lectus.",5,232239,48245
82562,"Ipsum lorem condimentum.",5,232240,48244
82563,"Risus morbi.",5,232244,48239
82564,"Lacus vitae ipsum massa nam cras.",3,232247,48237
82565,"Massa porta nostra tortor fames eu nulla dui fusce feugiat.",5,232249,48236
82566,"Morbi curae urna ridiculus porta.",5,232251,48235
82567,"Fames lorem montes donec.",5,232254,48234
82568,"Metus lacus habitasse risus.",3,232258,48229
82569,"Ipsum fames euismod natoque primis dis arcu ac consectetuer blandit fames ante a lacus ut mauris nam vestibulum.",5,232261,48227
82570,"Fusce lacus sit enim semper sapien diam.",5,232262,48227
82571,"Lorem fames rutrum convallis ipsum donec lacus a amet parturient tincidunt.",1,232266,48225
82572,"Morbi augue sem proin dis metus aliquam feugiat.",5,232273,48217
82573,"Augue porta bibendum.",2,232278,48215
82574,"Augue proin platea metus mus lorem natoque lectus class vestibulum orci tortor habitant nisl aliquam arcu eu.",5,232278,1631
82575,"Velit fusce arcu sed donec cum velit nulla cum praesent proin litora.",1,232280,48213
82576,"Neque netus.",5,232282,48210
82577,"Lacus dolor praesent adipiscing tempus.",5,232284,48210
82578,"Netus massa pede blandit ut sociis blandit.",5,232287,48208
82579,"Purus dolor arcu nulla praesent dignissim fusce ac justo pharetra felis.",4,232288,48208
82580,"Donec curae.",1,232289,48207
82581,"Neque porta fusce luctus pede scelerisque.",5,232297,48202
82582,"Lorem purus litora adipiscing massa urna aliquam platea nec cursus penatibus et.",5,232299,1165
82583,"Augue felis arcu mollis dictum elit ac pellentesque ligula.",5,232300,4507
82584,"Risus lorem suscipit magna ac rutrum curabitur ipsum ve.",5,232304,48200
82585,"Vitae justo orci metus sociosqu magna mi dolor penatibus euismod.",5,232306,48200
82586,"Justo donec non conubia metus non ultricies risus eget.",5,232307,48198
82587,"Velit ipsum commodo taciti et posuere nibh ultricies sapien mauris eleifend.",5,232310,48197
82588,"Fusce velit nec duis sed donec nibh.",2,232311,48196
82589,"Metus lacus congue libero velit ut mauris purus.",5,232314,48196
82590,"Porta metus.",1,232318,48193
82591,"Fames neque.",5,232320,48193
82592,"Magna velit dictum accumsan nec nullam et hymenaeos lacus ve pharetra quis.",2,232321,48192
82593,"Felis porta vel eros augue tellus.",2,232326,48189
82594,"Augue metus luctus litora aliquet conubia taciti sem sapien ultrices facilisis cursus sem nullam auctor sagittis.",5,232329,4394
82595,"Nulla lorem.",5,232335,48185
82596,"Neque vitae posuere at.",5,232341,48182
82597,"Risus proin sed elit per at ante mauris tortor malesuada ultrices et.",2,232342,48181
82598,"Massa proin quisque erat sem pellentesque taciti proin scelerisque.",4,232342,4704
82599,"Lacus porta mollis commodo ve.",5,232347,48178
82600,"Morbi nulla tempor at.",5,232357,48168
82601,"Fames metus mauris risus vel ante venenatis ve ac.",5,232357,10044
82602,"Felis lorem pharetra ridiculus fames ac libero in sapien a adipiscing vel justo.",5,232359,48167
82603,"Felis vitae orci egestas.",5,232359,2587
82604,"Lorem morbi accumsan dis aliquet hac.",5,232370,48159
82605,"Etiam morbi est enim nisl iaculis mi.",5,232373,48159
82606,"Dolor risus nam rhoncus velit.",5,232374,48158
82607,"Metus nulla rutrum.",4,232374,1485
82608,"Magna dolor.",5,232379,48156
82609,"Class netus nec eros adipiscing.",5,232382,48152
82610,"Massa dolor rhoncus varius duis eros lorem turpis mi justo sem nibh velit.",3,232382,5576
82611,"Curae purus orci.",5,232383,48152
82612,"Curae lacus.",4,232384,48151
82613,"Morbi velit est eget elit eleifend sed aenean nostra metus id porttitor parturient cras fringilla rutrum.",5,232384,7536
82614,"Morbi augue fames fusce mollis.",2,232386,48149
82615,"Magna fames mollis sociis lorem laoreet turpis semper class conubia quisque nostra nam dapibus.",5,232388,48148
82616,"Class netus nisl erat hendrerit tortor cursus ultrices elit.",5,232391,48143
82617,"Nulla class ligula ad facilisis conubia massa.",5,232406,48140
82618,"Neque felis nibh natoque curae non venenatis viverra eros vestibulum.",5,232406,5269
82619,"Nulla augue sit morbi malesuada nunc pretium non consequat dui.",5,232407,48139
82620,"Etiam netus libero primis felis proin phasellus euismod.",5,232408,5716
82621,"Massa metus euismod pretium lacus diam leo lacinia torquent class natoque est.",5,232416,48136
82622,"Lorem magna aptent ac neque.",5,232419,48136
82623,"Ipsum porta ligula etiam ipsum sociosqu mi metus vulputate mi donec aenean enim.",5,232424,48132
82624,"Justo lorem sodales.",3,232424,5795
82625,"Proin felis cursus eleifend dignissim leo eget quis nam.",2,232425,48131
82626,"Justo etiam tempus montes metus magna sed vehicula imperdiet consectetuer integer.",5,232427,48130
82627,"Fames vitae lorem ornare suspendisse purus tellus nulla.",5,232428,48129
82628,"Nulla massa sit eros eni dolor eget nisi purus.",5,232431,48128
82629,"Morbi proin condimentum diam.",1,232431,5622
82630,"Class felis.",5,232436,48124
82631,"Donec proin libero ac elementum ante dapibus a semper quis scelerisque nam erat.",4,232438,48122
82632,"Fames augue vel.",5,232439,48118
82633,"Massa metus sem vel.",5,232439,10357
82634,"Purus ipsum.",5,232445,48115
82635,"Fames dolor ullamcorper in montes aliquam iaculis semper pede condimentum at.",5,232447,48113
82636,"Magna lorem a duis lorem tempor magna proin.",5,232453,48108
82637,"Justo lacus semper porttitor.",4,232454,48108
82638,"Etiam fusce euismod litora varius.",5,232454,2648
82639,"Risus nulla dui neque.",5,232455,48107
82640,"Vitae metus sapien netus duis.",5,232462,48104
82641,"Massa purus eget netus.",4,232463,48103
82642,"Lacus purus platea enim scelerisque blandit sit congue.",2,232463,7210
82643,"Lorem lacus interdum nisl.",4,232466,48102
82644,"Felis proin montes magna condimentum leo libero elementum.",5,232468,48099
82645,"Justo netus varius metus.",4,232468,12363
82646,"Purus class pretium ac mi.",5,232470,48098
82647,"Massa fusce.",3,232470,11698
82648,"Justo velit convallis et vitae eget.",5,232471,48097
82649,"Porta purus augue tempor.",5,232475,48094
82650,"Curae ipsum gravida per eleifend.",5,232478,48094
82651,"Purus metus platea cursus vehicula sodales urna duis vel.",5,232480,48093
82652,"Donec fames ipsum nibh cubilia ve taciti senectus.",1,232480,12393
82653,"Felis metus magna ligula ante lacus dictum per.",5,232481,48093
82654,"Lorem fusce habitant mus eu aliquet in nec porttitor auctor.",4,232483,48092
82655,"Curae augue.",5,232484,48092
82656,"Felis lacus habitant ante ad urna id.",5,232485,48091
82657,"Morbi curae accumsan erat dui ut nibh id.",1,232487,48090
82658,"Proin porta nam luctus blandit nisl ut eros.",5,232490,48088
82659,"Proin curae tortor.",5,232491,48088
82660,"Metus etiam placerat eros egestas velit hac.",2,232494,579
82661,"Etiam curae metus sapien justo cursus ut ante.",1,232498,48084
82662,"Ipsum augue egestas ante est.",5,232498,10526
82663,"Lacus lorem aptent augue parturient eleifend ante mus non laoreet ve.",5,232501,48081
82664,"Felis class pharetra sem commodo nascetur magna tellus integer nibh in sollicitudin laoreet dis duis.",5,232502,6473
82665,"Purus neque quis aliquet.",2,232503,4021
82666,"Metus velit orci praesent rhoncus sociis justo dapibus conubia enim inceptos justo nam luctus montes phasellus.",5,232504,48077
82667,"Vitae neque class amet sodales tortor class adipiscing iaculis ante.",5,232506,48076
82668,"Risus metus.",3,232506,5955
82669,"Dolor lacus ultrices sem at dictum mus id a nostra amet nisl.",5,232508,48073
82670,"Fames netus eni odio diam velit rhoncus.",5,232510,48073
82671,"Donec risus urna lacus per sodales.",5,232512,48073
82672,"Class dolor nam eget ante lacinia natoque elementum litora mollis neque.",1,232512,10646
82673,"Porta metus.",5,232517,48070
82674,"Dolor felis eros feugiat morbi fusce diam facilisi dui ve.",5,232517,1617
82675,"Augue lacus nisl dapibus eu et id imperdiet a leo hendrerit justo at eu et nisl magna natoque feugiat placerat magnis.",5,232522,48066
82676,"Class dolor augue scelerisque nec in lectus quis penatibus tincidunt parturient urna fames curabitur commodo sed natoque.",1,232522,10386
82677,"Metus velit.",1,232525,48064
82678,"Velit purus arcu ullamcorper blandit neque ante accumsan auctor.",5,232525,1438
82679,"Ipsum porta felis primis suspendisse dolor rutrum morbi mattis.",5,232529,48062
82680,"Purus porta sed bibendum venenatis sollicitudin adipiscing eget nullam sagittis vestibulum sapien arcu.",5,232531,48061
82681,"Lacus fusce felis etiam cras ac lorem hymenaeos tortor sit ornare consequat blandit.",3,232532,48060
82682,"Justo felis tempor habitasse mi nibh imperdiet sociis class ornare adipiscing consectetuer.",5,232536,48056
